"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"file_1_file_1_jg1640",567.06818433628,-1.06501440873945,0.383261118865868,-2.77882194753019,0.00545564203321149,0.0244033940535926
"file_1_file_1_jg447",849.494013535369,0.985524431969464,0.354925654127434,2.77670667225316,0.00549127113808292,0.0244960407970448
"file_1_file_1_jg1393",43.8025093142213,1.67014108691438,0.601723251599509,2.77559672569538,0.005510050659894,0.0245293425680702
"file_1_file_1_jg1091",62.595495890434,1.82952246128977,0.659566618943842,2.7738251281112,0.00554014497141508,0.0246127752008768
"file_1_file_1_jg1178",109.375877050074,-1.79027949202759,0.64627080024566,-2.77016924073789,0.00560271724715857,0.024839858879018
"file_1_file_1_jg289",2561.03186000914,-1.80193119191079,0.651337997037335,-2.76650709786166,0.00566603514285527,0.025069314672878
"file_1_file_1_jg1477",751.755612213381,-0.954941873319768,0.345427292047013,-2.76452352001705,0.00570059973330144,0.0251102478417058
"file_1_file_1_jg2289",31.2125908649375,2.20782471002377,0.798743764360393,2.76412137225475,0.00570763045238196,0.0251102478417058
"file_1_file_1_jg1689",24.6341582406048,2.03340121247968,0.735677625688918,2.76398403522946,0.00571003329610744,0.0251102478417058
"file_1_file_1_jg2747",1381.13359577135,0.839545093062576,0.303834625583831,2.76316463750421,0.0057243884188739,0.0251224171905235
"file_1_file_1_jg1915",11941.3521493111,1.56012605216069,0.564996871358602,2.76130033854732,0.00575717062314726,0.0252152442646126
"file_1_file_1_jg2793",260.300669883799,1.2591129487211,0.456292047534313,2.75944530597241,0.0057899578191379,0.0253077188546189
"file_1_file_1_jg3171",1081.36984566228,0.873417956827898,0.316766549717927,2.75729226335816,0.00582822329353365,0.0254237185118329
"file_1_file_1_jg616",227.905433904484,-1.82974020786038,0.66403243729004,-2.75549823338099,0.00586028209946554,0.0255122321117295
"file_1_file_1_jg3010",193.638627234548,-1.26307522320885,0.459895200855367,-2.74644140852009,0.00602456459788338,0.0261748618200625
"file_1_file_1_jg1917",351.397970989235,-1.1521663747106,0.42014884032684,-2.74228145867145,0.00610140355881831,0.0264086360174502
"file_1_file_1_jg2071",325.447649946898,0.89592065503102,0.32671483934297,2.74220986360073,0.00610273369222443,0.0264086360174502
"file_1_file_1_jg1687",193.173501836212,-1.23748632657669,0.451733278662115,-2.73941811469307,0.00615480445559876,0.0265809084855341
"file_1_file_1_jg771",190.613431664041,1.40677246440031,0.514272031733393,2.73546367991017,0.00622924602417084,0.0268489172572612
"file_1_file_1_jg227",415.4433625289,1.44111011876175,0.527437465616,2.73228621914194,0.0062896474618488,0.0270554676533496
"file_1_file_1_jg3330",3629.46169417882,1.07458441099851,0.393733102258843,2.72922039024311,0.00634842604888341,0.0272542330177807
"file_1_file_1_jg1912",162.514383448647,0.967835588325903,0.354844343546177,2.72749335287052,0.00638175433792088,0.0273431687838191
"file_1_file_1_jg1306",10354.5215806894,1.09647877175133,0.40261200949941,2.72341297795523,0.00646112349020157,0.0275742435566083
"file_1_file_1_jg2823",747.566167856901,0.987287219136454,0.362467853395114,2.7237924960486,0.00645370403950793,0.0275742435566083
"file_1_file_1_jg2648",9.06156894236952,-3.13223525015058,1.15092501664897,-2.7214937592289,0.00649876121732022,0.0276803817665034
"file_1_file_1_jg2851",4280.83735615177,-1.14014536783319,0.419884442728808,-2.7153789276484,0.00661999769891515,0.0281414804142119
"file_1_file_1_jg1452",28.1853586866216,2.14196994060654,0.789839528757781,2.71190521950114,0.0066897718161614,0.0283824369812875
"file_1_file_1_jg2407",476.94039353931,-1.40875922587427,0.51978623362969,-2.71026651867411,0.00672291625984752,0.0284118566303108
"file_1_file_1_jg1443",269.70360593987,-0.997491333929746,0.368035316117033,-2.71031417434013,0.00672195029390432,0.0284118566303108
"file_1_file_1_jg1155",1629.52786423985,0.867129802510607,0.320211131467651,2.70799393680106,0.00676912590608296,0.0285514882575639
"file_1_file_1_jg1414",3271.20637235679,0.807180169737079,0.298202347572549,2.7068203061034,0.00679310158009112,0.0285969790789079
"file_1_file_1_jg2083",4.57749395829698,-5.60490415643058,2.07461111049256,-2.70166496654876,0.00689932448720938,0.0289878594733913
"file_1_file_1_jg2736",67.0679142999625,2.85323570333022,1.05639253108554,2.70092377536811,0.00691471839368648,0.0289963432833893
"file_1_file_1_jg402",5523.86897741565,-1.57600677679621,0.583897977518219,-2.69911326546261,0.0069524509506419,0.0290689691756702
"file_1_file_1_jg2834",1151.59174786743,1.64493624452108,0.609504975853801,2.69880691657494,0.00695885378329005,0.0290689691756702
"file_1_file_1_jg2402",19.266754449492,2.54503090454755,0.943928367027879,2.69621190913143,0.00701330344063037,0.0292400804986282
"file_1_file_1_jg2833",7.39380771572736,4.53652551887383,1.68324491002186,2.69510722525513,0.00703659831152638,0.029280892781937
"file_1_file_1_jg1225",99.3170505252067,-2.02074243338792,0.751096963001578,-2.69038823604414,0.00713689364641656,0.0296159179155118
"file_1_file_1_jg1648",230.307086015713,1.10940895824892,0.412414162367796,2.69003603532783,0.00714443038275493,0.0296159179155118
"file_1_file_1_jg2805",1090.61878046276,-1.1705861017642,0.43605494049905,-2.68449223491083,0.00726400706867279,0.0299968901426335
"file_1_file_1_jg1413",144.72200583954,1.06574090074036,0.39690530539968,2.6851263670239,0.00725023881376756,0.0299968901426335
"file_1_file_1_jg2242",18.0221871344724,2.15499415365613,0.803105078882398,2.68332776161125,0.00728935118787194,0.0300443220062859
"file_1_file_1_jg1675",9.27843232207179,-3.08060579111973,1.14861464282738,-2.68201856066944,0.00731793994997534,0.0301037784398179
"file_1_file_1_jg2938",16.3832176043773,2.22996805934276,0.831644116758744,2.68139702356563,0.00733154751670843,0.0301037784398179
"file_1_file_1_jg388",62.7081482504929,-1.54943866207304,0.578138541478087,-2.68004734317088,0.0073611748247049,0.0301682930434031
"file_1_file_1_jg1503",4474.06781673259,-1.52734504553024,0.571239657343694,-2.67373776644379,0.00750110812373026,0.0306837781363155
"file_1_file_1_jg1639",3.71030007515596,-5.29727956428889,1.98242835787198,-2.67211651974915,0.00753744707708178,0.030774360194187
"file_1_file_1_jg1022",426.873218379339,1.83810167514223,0.688322236185847,2.67040868144487,0.00757589755604246,0.030873206581767
"file_1_file_1_jg1409",825.519937403716,1.223525045851,0.458400887867143,2.6691157854075,0.00760512282919826,0.0309341581495344
"file_1_file_1_jg1442",8.28716654662462,3.60153932854147,1.35410427682004,2.65972081337729,0.00782054476041175,0.0317508259186754
"file_1_file_1_jg991",117.687572080161,5.286767670844,1.98927179109142,2.65763969233355,0.0078689971370173,0.0317885636709167
"file_1_file_1_jg2685",433.353263654946,1.16587607281919,0.438722686500518,2.65743283557736,0.00787382780963204,0.0317885636709167
"file_1_file_1_jg398",33.0021457096512,-2.56606577086677,0.965411381367348,-2.65800240228404,0.00786053327306541,0.0317885636709167
"file_1_file_1_jg662",385.522219970099,1.14207633702702,0.430864641237934,2.65066154824327,0.0080334298462998,0.0323726317969851
"file_1_file_1_jg1658",102.680889010864,1.08502023275545,0.409770595631706,2.64787235668478,0.00810001022862135,0.0325200410660205
"file_1_file_1_jg2082",495.445061138619,-1.51637760605765,0.572645383869643,-2.64802205478501,0.0080964243015008,0.0325200410660205
"file_1_file_1_jg3090",20.8809884568177,2.39231491473051,0.904898457846684,2.64373852556155,0.00819959702529307,0.032816633665821
"file_1_file_1_jg2153",244.007080684058,1.61793765989371,0.612032115902765,2.6435502612591,0.00820415841645524,0.032816633665821
"file_1_file_2_2330_g",15.2077722545213,2.57249249567027,0.973801757333569,2.64170040390375,0.00824909889818836,0.0328800693574331
"file_1_file_1_jg2204",60.788323908848,-1.81543149068741,0.687234168094617,-2.64164905496588,0.00825034950666219,0.0328800693574331
"file_1_file_1_jg186",7392.83940703407,0.956004658558285,0.362089578579255,2.64024350634281,0.00828464772794246,0.0328958173519766
"file_1_file_1_jg1048",29.6930123147599,2.08139436400317,0.788317917050238,2.64029818298615,0.0082833111264347,0.0328958173519766
"file_1_file_1_jg801",12.428799680062,3.3897674170975,1.28487598519918,2.63820590947695,0.00833459573149756,0.0330336445080196
"file_1_file_1_jg1579",988.012858913847,-1.3846191800279,0.526531244420048,-2.62969993652133,0.00854602625351107,0.0338098264919927
"file_1_file_1_jg1509",976.122149486872,-0.884649251091965,0.336866569085732,-2.62611173763231,0.00863664607095833,0.0340667798289816
"file_1_file_1_jg1536",116.786964595227,-1.33116299399193,0.506938813094334,-2.62588493839438,0.0086424026318911,0.0340667798289816
"file_1_file_1_jg1139",1532.81221796827,-0.724263036774213,0.277073597014595,-2.61397348783133,0.00894959809156627,0.0352136636343297
"file_1_file_1_jg2288",1378.58765873166,-1.36580517051091,0.523007370259696,-2.61144536038322,0.00901603940811311,0.0354108214434587
"file_1_file_1_jg510",7187.85152287401,-1.8877397659525,0.723287705668727,-2.60994311275782,0.00905572803531949,0.0355023840516685
"file_1_file_1_jg2147",1744.13978915576,0.772959356028325,0.296464089819998,2.60726132631321,0.00912696743646437,0.0357170855636368
"file_1_file_1_jg2219",87.8152721433531,-1.44346506795874,0.554330523147031,-2.60397904803065,0.00921483898081776,0.0359959836223656
"file_1_file_1_jg427",33.7246005022741,3.32502492873722,1.27770370236184,2.60234428576118,0.00925888507278786,0.036102990715475
"file_1_file_1_jg2727",1097.42847197669,0.755288611946194,0.291115729877853,2.5944617017538,0.00947391678760586,0.0368751375144156
"file_1_file_1_jg97",5127.13327169981,-0.979968874356829,0.378857233455211,-2.58664422325906,0.00969156024387362,0.0376546641733297
"file_1_file_1_jg1120",22.0799094185472,1.94802547209897,0.754401964403295,2.58221155831665,0.00981693857119208,0.0380055764684722
"file_1_file_1_jg2568",1369.00638480972,-1.44593592454,0.559950410605538,-2.58225710197506,0.00981564305013943,0.0380055764684722
"file_1_file_1_jg3244",2580.71164569904,-0.934366406175219,0.362003077904999,-2.58110072318342,0.00984858426579296,0.0380601260039913
"file_1_file_1_jg2084",755.682804694852,-1.46327752041065,0.567147670786171,-2.58006440964886,0.00987818889455284,0.0380890415587801
"file_1_file_1_jg2340",34.7713450569328,-1.63809469761425,0.635016493148375,-2.57960968776207,0.00989120405793045,0.0380890415587801
"file_1_file_1_jg1821",2012.65243880261,0.853518840330171,0.331375000867681,2.57568868531209,0.0100040673436938,0.0384553510658301
"file_1_file_1_jg2270",44.4098891635921,1.55408632485324,0.604046933575273,2.57279068640381,0.0100882199070877,0.0387101960328604
"file_1_file_1_jg2423",603.825717454951,1.02841471194116,0.400620547483223,2.56705433209021,0.0102566540163345,0.039286971567868
"file_1_file_1_jg195",322.629283896255,-1.08366242242737,0.422350663499034,-2.56578837464013,0.0102941612469692,0.0393610962670711
"file_1_file_1_jg2854",1052.49494520125,-0.866155663185343,0.338062650344727,-2.56211581581731,0.0104036619020261,0.0395739418510073
"file_1_file_1_jg1206",107.235694471784,-2.22912620316412,0.870043846775146,-2.56208490115351,0.0104045880327833,0.0395739418510073
"file_1_file_1_jg1226",68.8718451678808,-2.25162918045128,0.878632234082282,-2.56265260152113,0.0103875927525714,0.0395739418510073
"file_1_file_1_jg2514",13.5641767548021,-4.07127790640585,1.59244457332209,-2.55662142005516,0.0105694177096689,0.0401304686419655
"file_1_file_1_jg2095",8.97077477254878,3.73078049738396,1.46178654649964,2.55220607024848,0.0107043186435499,0.0405716133203081
"file_1_file_1_jg2453",101.99702280363,1.54292986373109,0.604737217392372,2.55140550201988,0.0107289414762439,0.0405939705418793
"file_1_file_1_jg2061",32.5432798107082,2.52389561857825,0.98976243880557,2.55000141410099,0.0107722482143379,0.04068681903952
"file_1_file_1_jg2934",663.152578544738,1.67905052517539,0.658644344475282,2.54925217115928,0.0107954208867438,0.0407034304042794
"file_1_file_1_jg2446",63.6787338184608,-1.68857592433028,0.66270163556532,-2.54801834446936,0.0108336774030262,0.0407767580030571
"file_1_file_1_jg545",212.33836295165,1.34701520866049,0.528820565116947,2.54720655268503,0.0108589138204726,0.0407896632258293
"file_1_file_1_jg361",623.764416983752,0.806018226768409,0.316495349740168,2.54669848207919,0.0108747349375135,0.0407896632258293
"file_1_file_1_jg3016",8.16502847506554,-3.62597784824053,1.4241425613081,-2.54607786239463,0.0108940885838644,0.0407916822967497
"file_1_file_1_jg2356",38.7265174319338,-2.08828113253304,0.820824414207347,-2.5441264859911,0.0109551406613007,0.0409495602649999
"file_1_file_1_jg331",3919.62193372799,0.838918405187749,0.330498983296196,2.53833883790167,0.0111380088896283,0.0415614514160313
"file_1_file_1_jg1626",2250.41122810185,-1.08634611765592,0.428307232281223,-2.5363711741917,0.0112007945365545,0.0416113386164301
"file_1_file_1_jg665",21.5177271151299,2.2637051340162,0.892471187014285,2.53644618106866,0.0111983954118584,0.0416113386164301
"file_1_file_1_jg395",572.795432745107,-0.84642481623466,0.333748456823452,-2.53611604467255,0.0112089583726915,0.0416113386164301
"file_1_file_1_jg1362",1433.88790991913,0.897581125584239,0.354208120094724,2.53405010970444,0.0112752606788501,0.0417859233363196
"file_1_file_1_jg3050",114.809542632279,1.16390636551126,0.45943785619729,2.53332708615866,0.0112985468948649,0.0418007673516504
"file_1_file_1_jg2764",409.678053511234,-1.35502835928967,0.535629855480907,-2.5297849726339,0.0114132448709621,0.0421531769680508
"file_1_file_1_jg672",644.774966275116,0.83834581961393,0.331725453441418,2.5272278955886,0.0114966873757298,0.042317178659732
"file_1_file_1_jg1488",3.32654105348946,5.23767172485196,2.07232738161254,2.52743450254292,0.0114899253305956,0.042317178659732
"file_1_file_1_jg1323",673.941274982374,0.773574580745095,0.306245108224694,2.5259981628099,0.0115370084577252,0.042348013309504
"file_1_file_1_jg1514",1111.85166358343,1.03714195875927,0.410622227918247,2.52578133438447,0.0115441309344635,0.042348013309504
"file_1_file_1_jg2898",289.195990755323,1.71077576525221,0.677850127055927,2.52382598596321,0.0116085375542469,0.0425123469892013
"file_1_file_1_jg3045",225.349312255736,-1.62993833756433,0.647095090372868,-2.51885443393664,0.0117737320078294,0.0429991580251591
"file_1_file_1_jg598",5.48248079759961,-5.86423764896003,2.328341369964,-2.51863310277852,0.0117811346249744,0.0429991580251591
"file_1_file_1_jg2100",419.562783660543,1.34003001818863,0.532863956819144,2.51476948485643,0.0119110234084682,0.0434001659656454
"file_1_file_1_jg313",92.2462570012868,-1.22050974895003,0.486237594191782,-2.5101097972047,0.0120693627839921,0.0439033196572061
"file_1_file_1_jg1213",13.2231777921846,-2.4308765857064,0.969260089335855,-2.50797140256962,0.0121426493960469,0.04409591941479
"file_1_file_1_jg804",687.26058137783,-0.859456263298308,0.343092928471978,-2.50502470897911,0.0122442839231089,0.044330572281467
"file_1_file_1_jg1444",50.2048495828041,-1.30073892834293,0.519275147106945,-2.50491273381709,0.01224816088404,0.044330572281467
"file_1_file_1_jg1641",190.558112522822,-1.61015180706012,0.643717428217111,-2.50133325039795,0.0123726692455429,0.0447065782072284
"file_1_file_1_jg2991",227.694090258176,1.13806145342833,0.455710707220221,2.49733314446431,0.0125131337827347,0.0451388919150894
"file_1_file_1_jg1828",38.4955255878135,2.71919165424472,1.09014004191248,2.49435077118563,0.0126187774404212,0.0454443679249721
"file_1_file_1_jg2144",3018.15831514328,-1.97243030707552,0.791199159928259,-2.49296309573227,0.0126682012313323,0.0455467002811415
"file_1_file_1_jg1168",68.573541611989,1.38437132836858,0.555469544848474,2.49225424005238,0.0126935140699489,0.0455621498404789
"file_1_file_1_jg785",570.193681143232,-0.916227946608364,0.36774214270054,-2.49149564387693,0.0127206526951343,0.0455840909802498
"file_1_file_1_jg3005",1049.31694924456,-0.999779313919171,0.401628904653196,-2.4893111584747,0.0127990892984437,0.0457894811865115
"file_1_file_1_jg1207",12.1149619609825,-2.81134614032296,1.13042037805677,-2.48699173767174,0.0128828390979074,0.0460131716050464
"file_1_file_1_jg2531",704.235352971379,-1.25515641321827,0.50578588513013,-2.48159636344011,0.0130795339782017,0.0466388645801665
"file_1_file_1_jg393",292.006653360718,1.1014478993255,0.444769183795508,2.47644832298435,0.0132696833379989,0.0472392011112997
"file_1_file_1_jg2238",596.587465914138,-1.00756297536374,0.407256272944926,-2.47402690222036,0.0133599636149707,0.0474826247823876
"file_1_file_1_jg610",3629.49953928957,0.833923992180106,0.337218529368266,2.47294830963871,0.0134003523428127,0.0475482223882456
"file_1_file_1_jg1417",3.27143262069775,5.23389876549352,2.12110366544723,2.46753558100611,0.0136046699854129,0.0481943211247961
"file_1_file_1_jg138",44.8496154754129,1.35716856834459,0.550165582919667,2.46683654972062,0.0136312564094004,0.04820972903031
"file_1_file_1_jg1397",5056.10619159744,-1.84485405619072,0.748365818599619,-2.46517680302784,0.013694565886909,0.0483547538156657
"file_1_file_1_jg2530",56.5423034885848,1.34491151961878,0.545805686594813,2.46408484310497,0.0137363591772053,0.0484234580425707
"file_1_file_1_jg3303",490.572104967203,-1.13838538227674,0.462404639736259,-2.46188140094364,0.0138210360721902,0.0486428672151111
"file_1_file_1_jg572",50.3010446096445,2.24843215811229,0.914021890186877,2.4599325051751,0.0138963146911952,0.0488285417350263
"file_1_file_1_jg3332",3055.23719746488,-0.692407794134382,0.281844241480552,-2.45670371158589,0.014021827864763,0.0491213632323003
"file_1_file_1_jg128",59.723744521611,-2.15858945973451,0.878845808874594,-2.45616402551739,0.0140429044485066,0.0491213632323003
"file_1_file_1_jg2326",2543.61852006967,0.937296507538693,0.38162865483433,2.45604331767379,0.0140476223265803,0.0491213632323003
"file_1_file_1_jg974",8.11037262396153,-3.03160258132639,1.23495006973403,-2.45483817979727,0.0140948020200138,0.0491278629893728
"file_1_file_1_jg438",108.430675377586,-1.18074995401583,0.480980401039106,-2.45488163647615,0.0140930983161617,0.0491278629893728
"file_1_file_1_jg2241",107.669168660558,-2.16939741350857,0.884438129279773,-2.45285378557252,0.0141727934062688,0.0493204110831312
"file_1_file_1_jg1282",642.207984510932,0.92433949336814,0.377111177838828,2.4511060601953,0.0142417982672541,0.0494019498294511
"file_1_file_1_jg1261",253.338459620846,-1.20607203183547,0.492003762866969,-2.45134717020767,0.0142322610093555,0.0494019498294511
"file_1_file_1_jg475",6.46385494517731,3.65143160463274,1.49150848800637,2.44814671454765,0.0143593171718909,0.0497300313556862
"file_1_file_1_jg1202",123.195744395077,2.06767249352716,0.846185249759878,2.44352225959257,0.0145446723216371,0.0502916261456288
"file_1_file_1_jg675",563.108503330998,-1.28783345783504,0.527523271878605,-2.44128273857727,0.0146351915223482,0.0505240369752404
"file_1_file_1_jg707",1154.10717888428,-0.908803015720151,0.372477125146529,-2.43988947069605,0.0146917562747266,0.0506386766353058
"file_1_file_1_jg1138",99.5824630711565,1.02981609479854,0.422284579843144,2.43867795310228,0.0147410987609269,0.0507280985931578
"file_1_file_1_jg1337",961.222943310455,-1.54592573234466,0.634814055794869,-2.43524181330383,0.0148818407443891,0.051050365085183
"file_1_file_1_jg2280",434.809906283466,-1.11084806402562,0.456122083929397,-2.43541828638485,0.014874583786067,0.051050365085183
"file_1_file_1_jg2785",207.344503155116,-0.954952060098928,0.392357758362916,-2.43388091542626,0.0149379087014597,0.0511079523845688
"file_1_file_1_jg574",2430.17442595159,0.996860208480278,0.409608485709797,2.43369032443957,0.0149457757434579,0.0511079523845688
"file_1_file_1_jg2130",660.958665364326,1.02293792785902,0.421725506952427,2.4256012761742,0.0152830508770547,0.0520969407255574
"file_1_file_1_jg2525",1020.7023490868,0.734237592553077,0.302679569522416,2.42579171667119,0.0152750340180298,0.0520969407255574
"file_1_file_1_jg1697",4020.58163274323,0.802682772554269,0.33111087885162,2.42421141624276,0.0153416712266199,0.0521584875192765
"file_1_file_1_jg2668",791.815026437661,0.976744639843941,0.402942020942057,2.42403271210176,0.0153492228031819,0.0521584875192765
"file_1_file_1_jg412",205.613813801448,2.11172271658507,0.872508293235778,2.42028956395767,0.0155081524267906,0.0525453927445994
"file_1_file_1_jg2463",749.680315954855,1.56225199975851,0.645502717758945,2.42020979428613,0.0155115550537563,0.0525453927445994
"file_1_file_1_jg354",2773.81949618104,-0.890112150265017,0.367974435105506,-2.41895106112413,0.0155653341750573,0.0526453112192265
"file_1_file_1_jg1254",892.186797737744,1.0207216385523,0.422116830438787,2.41810220523847,0.0156016939355133,0.052686094162294
"file_1_file_1_jg3230",97.1843190019815,1.20930466428536,0.500940414758456,2.4140688765718,0.0157754799154363,0.0531324649733255
"file_1_file_1_jg1376",8.84200056688243,3.09929299496747,1.28393714958879,2.41389774878006,0.0157828908869104,0.0531324649733255
"file_1_file_1_jg516",17.2023049879056,2.36990392645546,0.983548098907014,2.40954553121404,0.0159724029336557,0.0536870845894039
"file_1_file_1_jg2864",18.7382726703642,2.40876449526089,1.00029207645565,2.40806115729308,0.0160374942188901,0.053822426418814
"file_1_file_1_jg1144",493.831187248123,-0.798991650463473,0.332007872392187,-2.40654429278007,0.0161042510456085,0.0539629308607099
"file_1_file_1_jg3182",28.3053592223202,-1.41037407360652,0.586479580975405,-2.40481360196863,0.0161807165385695,0.0541354837278065
"file_1_file_1_jg764",8258.00141978188,-1.56269413616938,0.650146622510529,-2.40360263679455,0.0162344090523676,0.0542314311641494
"file_1_file_1_jg2406",1482.17723398313,0.870958393186546,0.363025509485224,2.39916581735972,0.0164324715269777,0.0546404881449196
"file_1_file_1_jg1718",87.7237224558956,1.02641451585462,0.427651008401506,2.40012181823492,0.0163896165224099,0.0546404881449196
"file_1_file_1_jg3284",1311.23565928812,-0.723702840117921,0.301593345476031,-2.39959817076082,0.0164130780839705,0.0546404881449196
"file_1_file_1_jg1770",9.02604335925169,3.75477246173562,1.5696219868075,2.392150781076,0.0167499595790221,0.0556108918335679
"file_1_file_1_jg1277",101.850586801608,1.03169708300132,0.432720308549703,2.38421230207369,0.0171157250850869,0.0567383669487285
"file_1_file_1_jg1005",118.871907427441,-1.585332941735,0.665234947318354,-2.38311734542161,0.0171667212248824,0.056820536817626
"file_1_file_1_jg165",236.628821989361,-0.907759918007244,0.382131722565146,-2.37551573031859,0.0175244454230993,0.0579161549958525
"file_1_file_1_jg2683",1311.15364206124,0.809208554530733,0.3407492501078,2.37479188662845,0.0175588471379417,0.0579415229757347
"file_1_file_1_jg760",645.672636438417,-1.57488719542073,0.663402589371309,-2.37395394689854,0.0175987453529259,0.0579849238983941
"file_1_file_1_jg1151",2386.81025027449,-0.914104312879032,0.385717539579562,-2.36988007824435,0.0177938556540217,0.058538814958906
"file_1_file_1_jg1278",1742.10288470772,-0.656810824674726,0.277301171010562,-2.36858294640851,0.0178563759235851,0.0586554893974734
"file_1_file_1_jg3249",3202.91144685674,0.697809766297883,0.294751213504993,2.36745341265936,0.0179109748411741,0.0587458297362563
"file_1_file_1_jg2302",18.1864006575235,2.29841932459766,0.971332812229445,2.36625314790121,0.01796915294969,0.0588476187234562
"file_1_file_1_jg2710",2849.66021399104,-1.07057476675576,0.452618790027896,-2.36529015220464,0.0180159499927241,0.0589118847424222
"file_1_file_1_jg2298",42.7520733299745,-1.96702247476163,0.832079958767234,-2.36398251638685,0.0180796657911142,0.0590311979444812
"file_1_file_1_jg2723",290.320179183778,-1.04235854592134,0.441269347578683,-2.36218208139978,0.0181677165862158,0.0592294880585202
"file_1_file_1_jg2290",1835.30167332355,0.837954395662059,0.355255547097409,2.35873697823583,0.018337247525239,0.0596924213734508
"file_1_file_1_jg2905",590.779401947108,-1.08506025895016,0.460181937939058,-2.35789406209562,0.0183789370632927,0.0597384341127713
"file_1_file_1_jg2330",60.3118910785601,1.2423254598104,0.527313480880684,2.35595239806035,0.0184752850444275,0.0599617035573636
"file_1_file_1_jg1735",1665.34231397941,0.820055571557494,0.348513294017639,2.35301087687057,0.0186220893628585,0.0603478172476491
"file_1_file_1_jg2439",472.328334292987,0.781927970666329,0.332601905051147,2.35094254961073,0.0187259248401976,0.0605937388858931
"file_1_file_1_jg522",74.3207215350197,-1.53598340911684,0.653730628344743,-2.34956623189887,0.0187952999420948,0.0607066626001273
"file_1_file_1_jg1578",548.588603308354,0.754031593886559,0.320981960383569,2.34914009804633,0.0188168253077885,0.0607066626001273
"file_1_file_1_jg1245",149.429624936834,-0.884143530903846,0.377536760938153,-2.34187401700118,0.0191871903937363,0.0618095524125117
"file_1_file_1_jg2243",559.81987777677,-1.16238600776592,0.49669066754325,-2.34026142169202,0.0192702459928967,0.0618931752779259
"file_1_file_1_jg2998",19386.0252886933,1.05569099237436,0.451096272010268,2.34027868966811,0.0192693549561642,0.0618931752779259
"file_1_file_1_jg2859",743.512845666018,-1.11581446084149,0.47761875175162,-2.33620320967162,0.0194806531082197,0.062476414110385
"file_1_file_1_jg679",3294.93937286571,1.0873605422591,0.466057552031499,2.33310357812979,0.0196427097184629,0.0629030940467172
"file_1_file_1_jg744",1124.09847757169,-0.771870986081232,0.331344077070877,-2.32951496494118,0.0198318011524462,0.0634149629771436
"file_1_file_1_jg348",22.3715031872193,-2.28011373566555,0.979714603667328,-2.32732443420818,0.0199480042521876,0.0636027403881724
"file_1_file_1_jg2641",878.937455345023,-1.14197257658404,0.490685175968835,-2.32730196980023,0.0199491990147404,0.0636027403881724
"file_1_file_1_jg3129",811.083250220611,-1.38387597009759,0.595602865073335,-2.32348776550496,0.0201529641480103,0.0640639681420622
"file_1_file_1_jg1819",410.467935964138,0.685732919419271,0.295099703711134,2.323732998697,0.0201398087046516,0.0640639681420622
"file_1_file_1_jg1342",1951.97548515696,-0.798877287230571,0.344062768655221,-2.32189402635166,0.0202386425535577,0.0641787876349827
"file_1_file_1_jg3001",14.0536122771327,-2.76584504122527,1.19129397600576,-2.32171495611751,0.0202482890877897,0.0641787876349827
"file_1_file_1_jg3258",133.771630979462,0.966333332342255,0.417549035027122,2.31429904341531,0.0206513242375912,0.0653606875140112
"file_1_file_1_jg1169",1087.77088558454,0.841166061844302,0.36366703842914,2.313011554409,0.0207220038822965,0.0653934562107989
"file_1_file_1_jg1364",54.5033477680444,1.62510583871221,0.702498427147844,2.31332309925614,0.0207048816042829,0.0653934562107989
"file_1_file_1_jg1349",2.75393998734719,4.98101238779022,2.15608915616247,2.31020705871723,0.0208766934454869,0.0655969622706353
"file_1_file_1_jg1670",316.196218392072,-1.08760146231699,0.470783038691601,-2.31019678478572,0.0208772619772779,0.0655969622706353
"file_1_file_1_jg2540",28.1447841762505,-1.95399278698363,0.845594454618313,-2.31079186519219,0.0208443540614397,0.0655969622706353
"file_1_file_1_jg3008",98.6033024543247,-1.22428027025097,0.530392148020983,-2.3082548918174,0.0209849637318298,0.0658399440963921
"file_1_file_1_jg647",422.229718201916,-0.827104966168804,0.358858024926918,-2.30482505257405,0.0211763734236993,0.0663444762754048
"file_1_file_1_jg1308",14105.0975027276,0.955566306571006,0.415993356643475,2.29707107411807,0.0216147155650603,0.0676200625469708
"file_1_file_1_jg557",478.243073137185,-0.960817867456796,0.418536669032381,-2.29565994701998,0.0216953322588658,0.067774467344699
"file_1_file_1_jg3272",7.61073628339508,-3.5288877498361,1.53784325530701,-2.29469924041876,0.0217503663693947,0.0678486248760399
"file_1_file_1_jg1307",4.19739066378513,5.59414876060433,2.44014501335857,2.29254766826528,0.0218740601848846,0.06813644034602
"file_1_file_1_jg1094",382.836979162536,0.860936150425872,0.376016921437876,2.28962076263398,0.0220433103298527,0.0685651317003166
"file_1_file_1_jg936",32.9711810528827,-3.05529176060924,1.33550042702926,-2.28775049320317,0.0221520553735179,0.0688046648277749
"file_1_file_1_jg521",13.9901317892607,2.32322795107662,1.01629084450516,2.28598728763302,0.0222550022725956,0.0690255292231576
"file_1_file_1_jg1215",1142.25055916688,0.858256270292452,0.375533763060965,2.28543037860785,0.0222876044201984,0.0690278948328432
"file_1_file_1_jg601",1009.46975265606,-1.15620383984978,0.506570894839918,-2.28241269213692,0.0224649867050284,0.0694780187967212
