"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"file_1_file_1_jg838",632.124975438625,-1.93812587008706,0.442921112175259,-4.37578118723805,1.20998348707873e-05,0.000166028113923208
"file_1_file_1_jg2337",1253.90990721031,2.43808397114646,0.562768621007423,4.33230261982624,1.47557931140347e-05,0.000201198487240423
"file_1_file_1_jg2299",965.299047935725,-2.54099121262273,0.587167446509234,-4.32754102382406,1.50783267366744e-05,0.000204311327281939
"file_1_file_1_jg1025",568.864458840411,1.27467989587481,0.296305936250635,4.30190468677147,1.69336155700731e-05,0.000228025332645457
"file_1_file_1_jg1866",1044.85713941464,2.80267419703545,0.65834471852103,4.25715300539154,2.07046661310732e-05,0.000277084667729424
"file_1_file_1_jg2131",42.0752868218199,3.29622667286828,0.775060992993323,4.25286100405865,2.11056588077645e-05,0.000280718210400205
"file_1_file_2_1111_g",79.553281758794,1.92101811111937,0.452445482471896,4.24585543571803,2.17761005117249e-05,0.000287869426276949
"file_1_file_1_jg1354",14.020014303202,6.33550690535321,1.49392269419297,4.24085324493695,2.22671696255796e-05,0.000292577113625797
"file_1_file_1_jg977",3560.66199720293,1.97306554244693,0.467635107482142,4.21924169267441,2.45125385931341e-05,0.000320139660662137
"file_1_file_1_jg2829",20.0186571782471,3.68204859031703,0.873485432295396,4.21535203013189,2.49388865368202e-05,0.0003237575210289
"file_1_file_1_jg3191",896.98304521579,1.71733571963708,0.407623959036134,4.21303920333311,2.51957311005319e-05,0.000325144910868768
"file_1_file_1_jg1734",262.044690966901,1.49320203748142,0.354643657204415,4.21042927780531,2.54885906049874e-05,0.000326977896045045
"file_1_file_1_jg2162",92.154755621725,2.49068493456238,0.593268861778834,4.19823977798937,2.68997726263305e-05,0.000343051217964027
"file_1_file_1_jg1893",1937.06223264073,1.13393037684111,0.271054843727094,4.18339831618277,2.87183572649645e-05,0.000364101745909023
"file_1_file_1_jg2798",115.64641009263,-2.25759443941546,0.54005772446994,-4.18028358289156,2.91145784226472e-05,0.00036697910476918
"file_1_file_1_jg2182",84.9163557255954,3.23258408396209,0.774663064855994,4.17289042244838,3.00759610335236e-05,0.000376905685090631
"file_1_file_1_jg2155",721.005217220052,-1.69694650100649,0.407329387363319,-4.16603013102243,3.0994975402502e-05,0.000386190268233474
"file_1_file_1_jg990",20.8228367042263,4.18672932536658,1.0069877447569,4.15767654290303,3.21500800491325e-05,0.000398293563122967
"file_1_file_1_jg1017",89.9616459264016,-1.73659433615359,0.418106878869066,-4.15346989949291,3.27471306344097e-05,0.00040338510917841
"file_1_file_1_jg2275",719.337477808257,-1.31961711775746,0.318019963029487,-4.14947887291937,3.33233040445674e-05,0.000408163407732328
"file_1_file_1_jg159",9354.81608221286,1.56141594062051,0.377365034709728,4.13768048706888,3.50834454580812e-05,0.000427308481759102
"file_1_file_1_jg1728",1095.78682025823,2.33787060384582,0.56640759358452,4.12754106817419,3.66662963266603e-05,0.000444092348805584
"file_1_file_1_jg2651",177.820280278211,-2.26614405656216,0.549215704427893,-4.12614577167409,3.68893492654587e-05,0.000444311717819525
"file_1_file_1_jg3196",318.788834618842,-2.74883904081919,0.668500099472444,-4.11195008495656,3.92331133821667e-05,0.000469930330456007
"file_1_file_1_jg1911",38.7242987237413,3.61920507310075,0.882117970309915,4.10285834198482,4.08077122242551e-05,0.000486105055506511
"file_1_file_1_jg1671",4161.71793199738,-1.82899319897867,0.44614144708108,-4.09958144652334,4.13897995271674e-05,0.000490344728824584
"file_1_file_1_jg682",82.6749085448667,2.13702971791045,0.521553908621677,4.09742824774917,4.1776560091401e-05,0.000492236860207377
"file_1_file_1_jg3195",6225.1194535361,-1.70647397546926,0.417925334246007,-4.08320299258233,4.44191898377232e-05,0.000520544884152345
"file_1_file_1_jg3003",948.10736640653,1.39791266380902,0.342955056454739,4.0760812167629,4.5801027484966e-05,0.000528280874719199
"file_1_file_1_jg1133",24.6822189125096,3.19142687377668,0.782620365511078,4.07787353155903,4.54494757062811e-05,0.000528280874719199
"file_1_file_1_jg2714",6648.1501648022,-2.80587659840463,0.688384011398235,-4.07603394608973,4.58103341546169e-05,0.000528280874719199
"file_1_file_1_jg1172",2881.50894422437,1.45706847864859,0.357637688777068,4.07414689327346,4.61833260951061e-05,0.000529764290868731
"file_1_file_1_jg1874",776.512224586018,-2.29645890770495,0.563857524212151,-4.07276450006351,4.64583934508983e-05,0.000530114721060776
"file_1_file_1_jg1576",224.14651988865,-1.97321310003139,0.48539712982604,-4.06515197306289,4.80011736348324e-05,0.000544851018012129
"file_1_file_1_jg2211",10.0741199068483,-6.74177897398759,1.65903525879008,-4.06367431811202,4.83062157491233e-05,0.000545457686167184
"file_1_file_1_jg2778",351.284786734381,-2.05026982883689,0.504860129734397,-4.06106505165207,4.88493567774091e-05,0.000548732670950378
"file_1_file_1_jg813",548.240711179878,-1.50291563233645,0.370250004737422,-4.05919139258973,4.92429406212238e-05,0.000550302552921718
"file_1_file_1_jg1573",37.551650037099,-2.61108964151546,0.644377248685335,-4.05211333398663,5.07570657346791e-05,0.000564314453911715
"file_1_file_1_jg2136",874.400797422026,-1.4369428595402,0.355648638856651,-4.04034404337868,5.33728474586302e-05,0.000590369047399543
"file_1_file_1_jg539",1087.80350062356,1.28011912397252,0.317683165757096,4.02954661107637,5.5884534394274e-05,0.000615013556176579
"file_1_file_1_jg1147",284.079426761626,-1.62462571775854,0.403403962519406,-4.02729241332227,5.64228444429811e-05,0.000617801650264561
"file_1_file_1_jg2511",268.705736701675,1.82275319868998,0.45275408581612,4.02592324573801,5.67522000500748e-05,0.000618285274917397
"file_1_file_1_jg2210",93.6089945760449,-3.26872748196048,0.813558797303097,-4.01781345465889,5.87406692685151e-05,0.000636748854870703
"file_1_file_1_jg2761",678.80790453841,-2.21419498794778,0.551596612390723,-4.01415624789835,5.96588186930481e-05,0.000643484173763823
"file_1_file_1_jg2416",564.129265996819,-1.77752223854655,0.443044257209464,-4.0120647308293,6.01899895487251e-05,0.000645999491790277
"file_1_file_1_jg1978",786.968831353928,1.65264399076128,0.412097521321906,4.01032256991019,6.06358518279958e-05,0.000647578949571896
"file_1_file_1_jg2546",100.167088477916,-2.50688030095531,0.625715807051616,-4.00641996366973,6.16460009629573e-05,0.000655139853371036
"file_1_file_1_jg464",69.3349338834344,1.9633119901343,0.490199331945164,4.00512987715357,6.19834158105808e-05,0.00065551241696263
